"","Var1","Var2","E"
"1",-2.5,-2.5,0.562651242175146
"2",-2.4748743718593,-2.5,0.52384302189243
"3",-2.44974874371859,-2.5,0.601727752090715
"4",-2.42462311557789,-2.5,0.54691261808679
"5",-2.39949748743719,-2.5,0.543424056554265
"6",-2.37437185929648,-2.5,0.575879448285373
"7",-2.34924623115578,-2.5,0.554677819199235
"8",-2.32412060301508,-2.5,0.511544034091392
"9",-2.29899497487437,-2.5,0.452563699549001
"10",-2.27386934673367,-2.5,0.463715216920185
"11",-2.24874371859296,-2.5,0.541367727054636
"12",-2.22361809045226,-2.5,0.531129891881866
"13",-2.19849246231156,-2.5,0.512711208423649
"14",-2.17336683417085,-2.5,0.516243083001681
"15",-2.14824120603015,-2.5,0.538797808350137
"16",-2.12311557788945,-2.5,0.512414163144132
"17",-2.09798994974874,-2.5,0.445271552136567
"18",-2.07286432160804,-2.5,0.421117132355955
"19",-2.04773869346734,-2.5,0.471192865037462
"20",-2.02261306532663,-2.5,0.423789042032577
"21",-1.99748743718593,-2.5,0.44595053368875
"22",-1.97236180904523,-2.5,0.406149377115875
"23",-1.94723618090452,-2.5,0.450924486934555
"24",-1.92211055276382,-2.5,0.391425977981739
"25",-1.89698492462312,-2.5,0.428672569523013
"26",-1.87185929648241,-2.5,0.403436009671625
"27",-1.84673366834171,-2.5,0.335159259851671
"28",-1.82160804020101,-2.5,0.374995083640062
"29",-1.7964824120603,-2.5,0.352650803182206
"30",-1.7713567839196,-2.5,0.335316331308512
"31",-1.74623115577889,-2.5,0.341636882049997
"32",-1.72110552763819,-2.5,0.382925508040485
"33",-1.69597989949749,-2.5,0.387888443851619
"34",-1.67085427135678,-2.5,0.304208885571541
"35",-1.64572864321608,-2.5,0.335399188908795
"36",-1.62060301507538,-2.5,0.361259607044781
"37",-1.59547738693467,-2.5,0.32257531868438
"38",-1.57035175879397,-2.5,0.331790214894561
"39",-1.54522613065327,-2.5,0.336339842713558
"40",-1.52010050251256,-2.5,0.31781758385822
"41",-1.49497487437186,-2.5,0.343811919030246
"42",-1.46984924623116,-2.5,0.325064048644718
"43",-1.44472361809045,-2.5,0.285394394180393
"44",-1.41959798994975,-2.5,0.289497285917608
"45",-1.39447236180905,-2.5,0.316293919462665
"46",-1.36934673366834,-2.5,0.362552945617699
"47",-1.34422110552764,-2.5,0.322716603309332
"48",-1.31909547738693,-2.5,0.348936451882148
"49",-1.29396984924623,-2.5,0.298977082599798
"50",-1.26884422110553,-2.5,0.27633464089649
"51",-1.24371859296482,-2.5,0.296858437280864
"52",-1.21859296482412,-2.5,0.286363047838645
"53",-1.19346733668342,-2.5,0.302432089555705
"54",-1.16834170854271,-2.5,0.274071243322743
"55",-1.14321608040201,-2.5,0.312874504607713
"56",-1.11809045226131,-2.5,0.310911284763132
"57",-1.0929648241206,-2.5,0.280142048705531
"58",-1.0678391959799,-2.5,0.354803808602392
"59",-1.0427135678392,-2.5,0.317076928284382
"60",-1.01758793969849,-2.5,0.338756887574948
"61",-0.992462311557789,-2.5,0.319272696121691
"62",-0.967336683417085,-2.5,0.349404309353648
"63",-0.942211055276382,-2.5,0.370383575640259
"64",-0.917085427135678,-2.5,0.308992488329065
"65",-0.891959798994975,-2.5,0.32797145839426
"66",-0.866834170854271,-2.5,0.357948632616064
"67",-0.841708542713568,-2.5,0.347571591162532
"68",-0.816582914572864,-2.5,0.366178111012233
"69",-0.791457286432161,-2.5,0.344465621703758
"70",-0.766331658291457,-2.5,0.342031503257523
"71",-0.741206030150754,-2.5,0.315825997821275
"72",-0.71608040201005,-2.5,0.39399306741438
"73",-0.690954773869347,-2.5,0.383243771957374
"74",-0.665829145728643,-2.5,0.39930067588833
"75",-0.64070351758794,-2.5,0.393599285321816
"76",-0.615577889447236,-2.5,0.356372775733562
"77",-0.590452261306533,-2.5,0.403725742311731
"78",-0.565326633165829,-2.5,0.346352957676367
"79",-0.540201005025126,-2.5,0.377485281704166
"80",-0.515075376884422,-2.5,0.378500580853678
"81",-0.489949748743718,-2.5,0.401307425528557
"82",-0.464824120603015,-2.5,0.422989261144992
"83",-0.439698492462311,-2.5,0.332823672893957
"84",-0.414572864321608,-2.5,0.372837722591059
"85",-0.389447236180904,-2.5,0.380265175290071
"86",-0.364321608040201,-2.5,0.400016728486659
"87",-0.339195979899497,-2.5,0.358992545811079
"88",-0.314070351758794,-2.5,0.393591393902478
"89",-0.28894472361809,-2.5,0.34859856747185
"90",-0.263819095477387,-2.5,0.379579142387919
"91",-0.238693467336683,-2.5,0.406058802879755
"92",-0.21356783919598,-2.5,0.445907067880933
"93",-0.188442211055276,-2.5,0.381170615015194
"94",-0.163316582914573,-2.5,0.418380394306666
"95",-0.138190954773869,-2.5,0.39786372488621
"96",-0.113065326633166,-2.5,0.426817370349061
"97",-0.0879396984924621,-2.5,0.46801140093914
"98",-0.0628140703517586,-2.5,0.418806535224135
"99",-0.0376884422110551,-2.5,0.430978936514438
"100",-0.0125628140703515,-2.5,0.395567171836104
"101",0.012562814070352,-2.5,0.400656553615064
"102",0.0376884422110555,-2.5,0.42527942891421
"103",0.062814070351759,-2.5,0.382087813110595
"104",0.0879396984924625,-2.5,0.426239111310581
"105",0.113065326633166,-2.5,0.385027497633884
"106",0.13819095477387,-2.5,0.43463766958118
"107",0.163316582914573,-2.5,0.40684930943257
"108",0.188442211055277,-2.5,0.379617112314413
"109",0.21356783919598,-2.5,0.392359495968506
"110",0.238693467336684,-2.5,0.390093157687757
"111",0.263819095477387,-2.5,0.438247577914865
"112",0.288944723618091,-2.5,0.457022177055901
"113",0.314070351758794,-2.5,0.436756071351603
"114",0.339195979899498,-2.5,0.38185628711777
"115",0.364321608040201,-2.5,0.423719087472971
"116",0.389447236180905,-2.5,0.432992992489284
"117",0.414572864321608,-2.5,0.415890510113639
"118",0.439698492462312,-2.5,0.389509062387135
"119",0.464824120603015,-2.5,0.394868294907478
"120",0.489949748743719,-2.5,0.471227266742169
"121",0.515075376884422,-2.5,0.411738628208444
"122",0.540201005025126,-2.5,0.411911624345658
"123",0.565326633165829,-2.5,0.398108805151467
"124",0.590452261306533,-2.5,0.378268124726338
"125",0.615577889447236,-2.5,0.362103030618083
"126",0.64070351758794,-2.5,0.394117031514313
"127",0.665829145728643,-2.5,0.334690041583344
"128",0.690954773869347,-2.5,0.355281001099825
"129",0.71608040201005,-2.5,0.388094609513703
"130",0.741206030150754,-2.5,0.408601833158405
"131",0.766331658291457,-2.5,0.384763002679357
"132",0.791457286432161,-2.5,0.351091195226622
"133",0.816582914572864,-2.5,0.421847581489905
"134",0.841708542713568,-2.5,0.358062740890867
"135",0.866834170854272,-2.5,0.329611522700153
"136",0.891959798994975,-2.5,0.36153647585787
"137",0.917085427135679,-2.5,0.317688265409002
"138",0.942211055276382,-2.5,0.348851322994585
